ticket_external_ref,author_email,body,created_at
J-0132,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-12T15:40:46
J-0133,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-15T15:40:46
J-0134,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-26T15:40:46
J-0134,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-10T15:40:46
J-0135,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-11T15:40:46
J-0135,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-10T15:40:46
J-0135,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-15T15:40:46
J-0136,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-04T15:40:46
J-0137,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-27T15:40:46
J-0137,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-23T15:40:46
J-0138,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-01T15:40:46
J-0138,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-25T15:40:46
J-0138,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-27T15:40:46
J-0139,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-13T15:40:46
J-0139,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-20T15:40:46
J-0140,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-10T15:40:46
J-0140,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-12T15:40:46
J-0140,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-02T15:40:46
J-0141,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-03T15:40:46
J-0141,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-09T15:40:46
J-0142,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-15T15:40:46
J-0143,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-12T15:40:46
J-0144,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-31T15:40:46
J-0144,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-13T15:40:46
J-0144,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-03T15:40:46
J-0145,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-02T15:40:46
J-0146,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-02T15:40:46
J-0147,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-18T15:40:46
J-0147,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-19T15:40:46
J-0148,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-27T15:40:46
J-0149,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-25T15:40:46
J-0150,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-16T15:40:46
J-0150,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-02T15:40:46
J-0151,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-06T15:40:46
J-0151,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-09T15:40:46
J-0151,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-14T15:40:46
J-0152,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-11T15:40:46
J-0152,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-09T15:40:46
J-0153,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-08T15:40:46
J-0154,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-31T15:40:46
J-0154,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-26T15:40:46
J-0154,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-09-09T15:40:46
J-0155,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-24T15:40:46
J-0156,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-24T15:40:46
J-0156,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-25T15:40:46
J-0157,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-06T15:40:46
J-0157,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-11T15:40:46
J-0158,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-18T15:40:46
J-0158,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-13T15:40:46
J-0158,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-02T15:40:46
J-0159,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-22T15:40:46
J-0159,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-02T15:40:46
J-0159,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-20T15:40:46
J-0160,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-07T15:40:46
J-0161,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-11T15:40:46
J-0161,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-13T15:40:46
J-0162,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-29T15:40:46
J-0163,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-05T15:40:46
J-0164,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-09T15:40:46
J-0165,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-14T15:40:46
J-0166,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-08T15:40:46
J-0167,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-15T15:40:46
J-0168,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-11T15:40:46
J-0169,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-04T15:40:46
J-0170,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-08T15:40:46
J-0170,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-04T15:40:46
J-0171,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-31T15:40:46
J-0171,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-30T15:40:46
J-0172,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-10T15:40:46
J-0173,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-30T15:40:46
J-0173,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-27T15:40:46
J-0173,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-23T15:40:46
J-0174,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-27T15:40:46
J-0174,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-13T15:40:46
J-0174,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-07T15:40:46
J-0175,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-22T15:40:46
J-0175,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-12T15:40:46
J-0175,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-21T15:40:46
J-0176,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-16T15:40:46
J-0176,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-28T15:40:46
J-0176,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-24T15:40:46
J-0177,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-31T15:40:46
J-0178,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-02T15:40:46
J-0179,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-18T15:40:46
J-0180,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-08T15:40:46
J-0180,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-30T15:40:46
J-0180,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-18T15:40:46
J-0181,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-05T15:40:46
J-0181,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-27T15:40:46
J-0181,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-05T15:40:46
J-0182,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-31T15:40:46
J-0183,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-01T15:40:46
J-0184,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-06T15:40:46
J-0184,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-13T15:40:46
J-0185,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-09T15:40:46
J-0185,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-28T15:40:46
J-0186,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-01T15:40:46
J-0186,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-27T15:40:46
J-0186,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-29T15:40:46
J-0187,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-14T15:40:46
J-0188,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-14T15:40:46
J-0188,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-27T15:40:46
J-0189,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-21T15:40:46
J-0190,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-16T15:40:46
J-0190,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-07T15:40:46
J-0190,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-02T15:40:46
